Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Influence
ID:76561198011126423,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.89379,20.00000,20.00000,5.91690,20.00000,5.27921,4.29373,20.00000,20.00000,20.00000,20.00000,1612,0,0,7939,0,0,636,0,0,4728,0,0,3762,0,0,0,0,8.67567
ID:76561198025123857,20.00000,20.00000,20.00000,3.94541,20.00000,20.00000,5.67912,9.34979,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,4665,0,718,4266,0,5129,0,0,0,0,0,0,0,8.67482
ID:76561198183463965,20.00000,20.00000,20.00000,20.00000,6.64484,20.00000,6.48590,7.81845,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,7987,0,6271,5788,0,466,3689,0,0,0,8861,0,0,0,0,0,8.67230
ID:76561198137022709,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,6.96730,20.00000,20.00000,20.00000,6.04712,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,835,0,0,0,4698,326,464,3807,772,4698,7003,0,0,0,0,0,0,8.67016
ID:76561198081491358,20.00000,20.00000,20.00000,4.29369,20.00000,20.00000,20.00000,20.00000,6.78407,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,415,9035,4317,0,304,0,3270,0,0,8428,1979,0,0,1517,0,8.66723
ID:76561198007906136,20.00000,20.00000,20.00000,2.81532,20.00000,20.00000,4.17657,7.13994,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,8446,0,0,351,2321,0,0,0,10218,0,0,0,0,0,8.66700
ID:76561198241011776,20.00000,20.00000,20.00000,3.46790,8.69744,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2.82793,20.00000,20.00000,20.00000,20.00000,20.00000,2286,0,0,0,0,0,0,2062,0,0,0,9183,1555,0,6500,0,0,8.66238
ID:76561198161702280,20.00000,20.00000,20.00000,4.26469,20.00000,20.00000,20.00000,9.61456,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,17950,0,16895,0,0,0,4374,0,0,0,0,0,0,0,0,0,8.66186
ID:76561198297488203,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,22686,0,0,0,0,0,0,0,23952,0,0,0,0,0,8.66134
ID:76561198000901143,20.00000,8.62499,20.00000,4.18632,4.91500,20.00000,20.00000,20.00000,20.00000,3.97979,20.00000,4.67372,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,0,6152,0,0,0,0,0,0,0,8.65677
ID:76561197962524682,20.00000,7.22948,20.00000,2.57499,20.00000,20.00000,20.00000,20.00000,20.00000,3.36981,20.00000,3.68458,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,0,4117,2992,0,0,0,0,0,0,8.65244
ID:76561198289010368,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.29988,20.00000,20.00000,3.96213,4.63357,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,405,0,2675,0,0,4989,0,1250,0,1958,0,151,8.65223
ID:76561198852551856,20.00000,20.00000,20.00000,20.00000,5.86992,6.88002,20.00000,20.00000,20.00000,5.42709,20.00000,3.95939,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,3728,1517,400,2256,0,4234,0,0,704,0,0,0,0,8.65156
ID:76561198798756110,20.00000,3.74032,20.00000,4.43324,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4.76911,20.00000,20.00000,20.00000,20.00000,20.00000,0,15617,0,0,0,0,0,0,0,0,0,0,0,0,4414,0,0,8.64827
ID:76561198086581831,20.00000,20.00000,20.00000,20.00000,8.49336,20.00000,5.58761,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,340,7284,3659,306,579,0,1622,0,0,8165,0,0,3078,0,0,8.64779
ID:76561198067003784,20.00000,10.38794,20.00000,3.84600,6.57472,20.00000,20.00000,7.19731,20.00000,5.39889,20.00000,4.97089,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,2831,0,0,0,0,0,0,0,0,0,8.64427
ID:76561198106107574,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,9.44196,20.00000,20.00000,4.46836,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,430,0,0,346,414,2350,615,0,6506,9784,0,0,0,173,2394,8.64362
ID:76561198033346574,20.00000,20.00000,20.00000,2.96987,20.00000,20.00000,20.00000,20.00000,6.54490,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,251,8613,4100,0,0,0,3363,0,1968,7390,0,0,0,1868,0,8.64201
ID:76561198843127723,3.72852,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.35128,20.00000,3.77758,20.00000,4.70000,20.00000,20.00000,20.00000,20.00000,20.00000,4157,0,0,0,0,0,0,2044,0,5064,0,0,0,0,0,7532,0,8.64110
ID:76561198028537542,20.00000,20.00000,20.00000,2.85444,8.19134,20.00000,4.86184,20.00000,20.00000,20.00000,20.00000,2.71700,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,4873,0,484,0,0,0,0,0,0,0,0,0,0,8.63944
ID:76561198076268259,20.00000,20.00000,20.00000,20.00000,20.00000,13.22304,7.96557,20.00000,20.00000,20.00000,7.26990,2.81852,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,2488,519,1926,0,0,4928,0,0,0,0,0,0,8.63453
ID:76561198041109020,20.00000,20.00000,20.00000,20.00000,6.19010,20.00000,20.00000,5.50534,20.00000,3.97290,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1048,0,394,0,5438,1973,285,2641,0,0,0,0,0,0,0,586,0,8.62708
ID:76561198112369169,2.45278,20.00000,20.00000,3.56875,20.00000,20.00000,20.00000,20.00000,20.00000,2.84645,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2465,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,8.62571
ID:76561198108241798,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,8.17671,20.00000,20.00000,2.57188,3.40206,20.00000,20.00000,20.00000,20.00000,0,0,0,0,5551,0,0,0,3561,0,0,9573,4497,0,0,0,0,8.62470
ID:76561198819426908,20.00000,9.04236,20.00000,20.00000,5.81189,20.00000,20.00000,20.00000,20.00000,4.86240,20.00000,4.26083,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,7682,6075,0,0,0,0,5425,4565,0,0,0,0,0,0,8.62397
ID:76561198319957575,20.00000,20.00000,20.00000,3.77758,8.71650,20.00000,20.00000,6.98742,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,10149,3510,0,0,2504,0,0,0,9401,0,0,0,0,0,8.62331
ID:76561198153532040,20.00000,20.00000,20.00000,20.00000,20.00000,7.75708,4.45027,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,7922,0,6696,5719,2630,336,0,0,0,0,8146,0,0,7761,0,0,8.62147
ID:76561198085465386,20.00000,7.49273,20.00000,20.00000,8.60612,20.00000,4.10366,8.50381,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,6827,342,0,3663,0,542,0,0,0,0,8283,0,0,0,0,0,8.62085
ID:76561198071712707,20.00000,20.00000,20.00000,4.62643,8.24817,20.00000,20.00000,20.00000,20.00000,5.40109,20.00000,20.00000,3.36792,20.00000,20.00000,20.00000,20.00000,0,0,325,0,4253,0,313,0,0,0,1515,0,4262,0,0,0,0,8.61889
ID:76561198124840803,20.00000,20.00000,20.00000,20.00000,8.06643,20.00000,5.65144,7.17145,20.00000,5.69081,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,338,2328,0,0,3087,8033,1173,0,4087,182,0,8.61687
ID:76561198016944440,20.00000,7.44578,20.00000,20.00000,7.78268,20.00000,20.00000,20.00000,20.00000,4.58266,20.00000,5.29415,4.74201,20.00000,20.00000,20.00000,20.00000,0,0,0,6613,0,0,0,0,0,4789,0,0,4933,0,0,0,0,8.61596
ID:76561198042474317,20.00000,20.00000,6.90174,20.00000,5.88306,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3.17848,20.00000,20.00000,20.00000,20.00000,653,0,2504,0,0,0,0,0,0,0,0,10710,3150,0,0,0,0,8.61428
ID:76561198420160088,20.00000,11.05554,20.00000,20.00000,8.10336,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.41006,20.00000,20.00000,20.00000,20.00000,20.00000,0,10536,0,8383,7357,0,0,0,0,4753,0,11539,0,0,0,0,0,8.61368
ID:76561198119520112,20.00000,20.00000,9.84741,3.41650,20.00000,7.22120,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,964,0,2850,0,0,653,336,0,0,0,0,0,1296,0,0,0,0,8.61314
ID:76561197960956739,20.00000,20.00000,20.00000,2.70223,8.57840,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2.85790,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,184,6502,4672,0,0,0,0,0,1062,0,0,0,0,0,0,8.60756
ID:76561198041148954,20.00000,20.00000,20.00000,3.97337,3.47947,20.00000,20.00000,20.00000,20.00000,5.08670,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,8016,0,0,0,0,4626,0,0,1319,0,0,0,0,8.60672
ID:76561198299029037,20.00000,20.00000,20.00000,20.00000,20.00000,8.37673,4.95005,7.81149,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,201,0,0,3867,589,0,0,0,0,0,0,0,5976,0,0,8.60603
ID:76561198082183136,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.66937,20.00000,7.67798,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,8214,3958,0,852,0,5671,0,0,0,0,0,0,0,0,8.60066
ID:76561198866966504,20.00000,20.00000,20.00000,20.00000,5.84882,20.00000,20.00000,5.53065,20.00000,5.65872,20.00000,5.33090,20.00000,20.00000,20.00000,20.00000,20.00000,0,5497,0,0,0,744,0,3031,0,4366,0,8025,734,0,0,0,0,8.60063
ID:76561197992829805,20.00000,20.00000,20.00000,20.00000,20.00000,10.73199,6.20372,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,5767,234,6758,0,3669,556,3775,0,4387,1672,0,0,0,0,1721,0,8.59967
ID:76561198042899417,20.00000,20.00000,8.45357,20.00000,20.00000,20.00000,20.00000,5.36257,20.00000,5.11790,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,6049,1424,6629,0,0,330,2368,0,0,0,0,0,0,0,833,282,8.59806
ID:76561198045759057,20.00000,11.00834,20.00000,4.57118,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,9434,0,9205,0,0,0,0,0,0,0,9562,0,2,9609,396,1144,8.59803
ID:76561198018620332,20.00000,6.22404,20.00000,20.00000,4.12570,20.00000,4.31218,20.00000,20.00000,4.83116,20.00000,2.70765,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59707
ID:76561198179437850,20.00000,7.75989,5.14181,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3.38025,2.30439,20.00000,20.00000,20.00000,20.00000,0,0,3057,0,0,0,0,0,0,0,0,0,2761,0,0,0,0,8.59552
ID:76561198101606680,2.37343,4.21885,20.00000,3.32279,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59444
ID:76561198414960988,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,3.99857,7.38838,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,5963,0,7402,3817,0,428,2516,0,0,1818,7649,0,0,0,132,0,8.59157
ID:76561198044017670,20.00000,20.00000,5.46472,4.72971,20.00000,20.00000,20.00000,20.00000,20.00000,3.43806,20.00000,4.49057,20.00000,20.00000,20.00000,20.00000,20.00000,988,0,2937,0,0,0,0,0,0,4347,0,0,0,0,0,0,0,8.59112
ID:76561198081227593,20.00000,11.07970,20.00000,20.00000,6.40443,7.25231,20.00000,7.55666,20.00000,4.90058,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,3647,1796,0,1917,0,0,0,0,0,0,0,0,0,8.59023
ID:76561198041562449,20.00000,3.70885,20.00000,2.42991,20.00000,20.00000,20.00000,20.00000,20.00000,3.85367,20.00000,3.78633,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.59016
ID:76561198017639058,20.00000,20.00000,20.00000,20.00000,20.00000,9.80404,4.94157,7.96546,20.00000,20.00000,5.82097,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1545,0,0,0,0,1541,0,2202,0,0,4677,0,720,0,0,0,0,8.58977
ID:76561198249513174,20.00000,20.00000,20.00000,2.68637,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.20575,20.00000,3.28427,20.00000,20.00000,20.00000,20.00000,832,0,0,0,0,0,0,0,576,0,4701,0,4762,0,0,0,0,8.58923
ID:76561198145925590,20.00000,10.64260,20.00000,20.00000,6.17039,6.25695,20.00000,20.00000,20.00000,4.23045,20.00000,3.38549,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,2493,0,0,0,0,0,0,0,0,7797,0,0,8.58723
ID:76561198110832000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,8.08804,20.00000,6.16448,20.00000,5.39946,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,7477,3704,0,355,2840,0,5736,2162,8475,1797,0,0,0,0,8.58553
ID:76561199054628134,20.00000,20.00000,20.00000,4.66750,7.44016,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,4.23012,20.00000,20.00000,20.00000,20.00000,20.00000,1628,0,647,0,0,938,0,0,0,0,0,0,1741,0,5953,0,0,8.58545
ID:76561198025823290,20.00000,4.81900,20.00000,4.16471,20.00000,20.00000,20.00000,20.00000,20.00000,3.64424,20.00000,3.75667,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,0,0,0,8750,1187,0,0,0,0,8.58405
ID:76561198850961343,20.00000,8.72680,20.00000,20.00000,5.83364,20.00000,20.00000,7.01522,20.00000,5.67482,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,3471,0,352,2575,634,4925,1222,0,0,0,0,0,0,8.57702
ID:76561198159472569,20.00000,8.62218,20.00000,20.00000,20.00000,20.00000,20.00000,4.49466,20.00000,3.11226,20.00000,2.49606,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,2509,0,0,0,0,1318,0,0,0,0,8.57521
ID:76561198274584856,20.00000,7.64226,20.00000,2.70710,20.00000,20.00000,20.00000,20.00000,20.00000,3.25730,20.00000,3.67919,20.00000,20.00000,20.00000,20.00000,20.00000,0,6222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57485
ID:76561197985764354,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,6.50731,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,738,0,0,15987,0,0,0,0,4236,0,0,17013,2019,0,10286,0,0,8.57358
ID:76561197965747006,20.00000,20.00000,20.00000,2.00628,20.00000,20.00000,20.00000,5.56637,20.00000,4.07566,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,6778,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57326
ID:76561198042992245,20.00000,20.00000,20.00000,3.42803,20.00000,20.00000,20.00000,20.00000,7.75387,20.00000,20.00000,3.16937,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,261,0,0,0,0,0,4094,0,0,9553,0,0,0,0,0,8.57094
ID:76561198870447636,20.00000,8.30569,20.00000,4.13482,5.57407,20.00000,20.00000,6.00386,20.00000,4.39937,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,3021,0,0,0,0,0,0,0,0,0,8.57088
ID:76561197979580885,5.02837,20.00000,6.79202,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5452,0,3434,0,4140,0,0,0,687,4462,1477,0,0,0,2535,9269,0,8.57081
ID:76561198328211745,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.72007,20.00000,6.78396,20.00000,20.00000,2.63202,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,6500,0,0,649,0,2932,0,0,7023,0,0,0,0,0,8.56912
ID:76561198147569170,20.00000,20.00000,20.00000,3.68830,4.27400,20.00000,20.00000,20.00000,20.00000,3.28880,20.00000,3.18829,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,679,332,0,0,0,0,0,0,0,0,0,0,8.56894
ID:76561198086690740,20.00000,20.00000,20.00000,4.26089,20.00000,6.98465,20.00000,5.61491,20.00000,4.31135,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,2210,0,2356,0,0,0,0,0,0,0,820,2219,8.56805
ID:76561198024109811,20.00000,5.97321,20.00000,2.48073,20.00000,20.00000,20.00000,20.00000,20.00000,4.85529,20.00000,3.65837,20.00000,20.00000,20.00000,20.00000,20.00000,2793,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56658
ID:76561198055429610,20.00000,20.00000,20.00000,20.00000,5.07823,20.00000,4.73327,20.00000,20.00000,20.00000,20.00000,3.81543,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,178,9545,0,0,410,0,0,0,0,11110,2012,0,0,0,0,8.56217
ID:76561198799453938,20.00000,8.16237,20.00000,3.68672,7.43036,20.00000,3.95020,20.00000,20.00000,20.00000,20.00000,3.78148,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,6480,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56194
ID:76561198035205009,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,9.49417,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,7266,6011,695,401,4527,2199,6049,4562,8153,982,0,0,0,0,8.55979
ID:76561198060637046,20.00000,20.00000,20.00000,20.00000,20.00000,8.64148,20.00000,7.73576,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,14617,240,7957,0,2421,0,3675,0,0,0,15087,0,0,0,0,0,8.55740
ID:76561197998259727,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,7.43127,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,202,6269,6134,970,0,0,3919,5708,1112,9093,0,0,0,0,0,8.55369
ID:76561198209701260,20.00000,10.61036,20.00000,20.00000,6.83493,20.00000,20.00000,5.73056,20.00000,3.86420,20.00000,4.87291,20.00000,20.00000,20.00000,20.00000,20.00000,1492,0,0,0,0,0,0,2225,1357,0,0,0,0,0,0,0,0,8.55347
ID:76561198052742385,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.90512,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,7312,0,10171,6445,829,459,3182,0,4613,0,0,1044,0,0,0,0,8.55040
ID:76561199013153227,20.00000,9.90465,20.00000,4.22668,7.10226,20.00000,20.00000,6.89463,20.00000,5.54287,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,969,0,0,0,4068,0,0,2489,0,0,0,0,0,0,0,0,0,8.54855
ID:76561198121104220,20.00000,20.00000,20.00000,20.00000,6.61085,5.30442,20.00000,20.00000,20.00000,4.87612,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,1210,0,0,543,0,0,0,768,2,0,1089,0,8.54785
ID:76561198134830741,20.00000,20.00000,8.47544,20.00000,20.00000,11.07322,20.00000,9.32417,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,3069,0,0,4915,0,2492,0,5249,0,0,0,0,0,0,0,8.54443
ID:76561198384741157,20.00000,11.00578,20.00000,3.77456,20.00000,20.00000,20.00000,20.00000,20.00000,4.32599,20.00000,3.79503,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,8571,0,0,342,0,0,0,0,0,0,0,5614,0,0,8.54335
ID:76561198053724132,20.00000,8.12665,20.00000,4.06801,20.00000,20.00000,20.00000,20.00000,20.00000,4.05596,20.00000,5.29309,20.00000,20.00000,20.00000,20.00000,20.00000,784,0,0,6937,0,0,0,0,0,5636,0,0,0,0,0,356,0,8.54306
ID:76561198060684100,20.00000,7.07553,20.00000,20.00000,20.00000,5.55765,20.00000,6.58519,20.00000,4.65571,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,379,0,0,2514,0,3443,0,0,2846,0,0,0,0,0,0,8.54197
ID:76561198211325141,20.00000,20.00000,20.00000,2.83063,7.23150,20.00000,7.11994,7.92921,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,283,0,0,850,0,2246,0,0,0,9096,0,0,0,0,0,8.53763
ID:76561197989758143,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,9.66494,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,482,6873,3691,373,1166,4054,0,5115,0,0,0,0,0,0,0,8.53603
ID:76561198382770028,20.00000,20.00000,9.14375,20.00000,20.00000,9.43491,8.30551,7.24098,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,1639,0,0,1599,401,2786,581,0,0,0,0,0,0,0,0,8.53595
ID:76561198088080376,20.00000,5.12682,20.00000,2.42755,20.00000,20.00000,20.00000,20.00000,20.00000,2.36112,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53446
ID:76561198041628744,20.00000,8.63137,20.00000,20.00000,6.97253,20.00000,20.00000,20.00000,20.00000,5.28249,20.00000,20.00000,3.62045,20.00000,20.00000,20.00000,20.00000,0,0,1122,0,0,1148,0,0,0,4540,0,0,3898,0,1292,0,0,8.53374
ID:76561198272714162,20.00000,8.88390,20.00000,3.75709,20.00000,20.00000,20.00000,9.64241,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,8328,5704,0,0,3251,0,4293,0,7575,0,0,0,0,0,8.53112
ID:76561198062585824,20.00000,20.00000,20.00000,20.00000,7.97552,20.00000,20.00000,20.00000,20.00000,20.00000,4.56532,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,6868,0,0,4839,305,438,0,2833,4556,4776,0,0,0,0,0,89,8.52894
ID:76561198147193777,20.00000,20.00000,20.00000,3.31198,20.00000,20.00000,20.00000,8.08559,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,7888,5250,0,0,2830,0,7322,0,9506,0,0,0,0,0,8.52838
ID:76561198009127520,20.00000,20.00000,20.00000,3.07261,20.00000,6.07603,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1048,6216,0,6929,0,1812,367,0,0,4508,1317,0,0,0,0,0,0,8.52800
ID:76561198115804319,20.00000,20.00000,20.00000,20.00000,6.05524,20.00000,4.84308,5.46361,20.00000,4.93531,20.00000,4.12783,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,0,486,294,2642,0,0,0,0,0,0,0,0,0,8.52759
ID:76561198109680300,20.00000,11.36974,20.00000,4.72460,6.60542,20.00000,20.00000,7.30256,20.00000,5.24626,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,4030,0,0,2544,0,0,0,0,0,0,1984,0,0,8.52755
ID:76561198157688992,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,6.87398,20.00000,20.00000,20.00000,4.38314,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,315,7262,0,0,304,2363,766,0,2577,0,0,0,1784,998,0,8.52659
ID:76561198880479795,20.00000,8.09322,20.00000,4.20533,20.00000,20.00000,20.00000,20.00000,20.00000,3.62047,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1356,6011,341,0,0,483,0,0,0,0,0,0,0,0,1858,604,171,8.51886
ID:76561198362196197,20.00000,20.00000,20.00000,3.23501,6.05797,20.00000,20.00000,20.00000,20.00000,3.34740,20.00000,4.35506,20.00000,20.00000,20.00000,20.00000,20.00000,0,8808,0,0,4665,472,0,0,0,0,0,0,0,0,0,0,0,8.51862
ID:76561198025360933,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,6.16037,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,16487,0,0,0,0,0,13282,0,14622,0,0,18219,0,0,8.51806
ID:76561198234200960,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,5.51785,7.79042,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,230,0,7126,985,325,3313,0,0,0,0,0,0,0,0,0,8.51722
ID:76561198798053501,20.00000,9.72672,20.00000,20.00000,7.40040,20.00000,20.00000,20.00000,20.00000,5.09443,20.00000,3.79529,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,0,0,6370,0,404,0,1015,0,1675,0,737,0,1663,0,0,8.51644
ID:76561198146524945,20.00000,20.00000,20.00000,20.00000,20.00000,11.69843,5.28870,8.74399,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,1181,0,0,0,6471,2988,0,4187,816,4396,0,0,0,0,0,0,0,8.51450
ID:76561198000579953,20.00000,20.00000,20.00000,20.00000,7.73506,20.00000,6.10239,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,210,11724,5123,0,621,3134,0,0,0,9187,5105,0,0,0,0,8.51425
ID:76561198254038232,20.00000,5.79221,20.00000,20.00000,5.87350,20.00000,20.00000,20.00000,20.00000,4.56942,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,20.00000,0,0,422,0,0,461,0,1857,0,0,2686,0,0,0,0,3277,0,8.51149
